qid,agent,answer,target_repr,sampling_strategy,n_similar_examples,cover_operators,prompt_version
122464,gqa,no,-,-,-,-,-
122464,zephyr7B_raw,"scene(0).
select(1, 0, shirt).
relate(2, 1, striped, is, boolean).
relate(3, 1, short_sleeved, is, boolean).
query(4, 2).
query(5, 3).
end(5).
",asp_flat,random,1,False,v1
122464,zephyr7B,,asp_flat,random,1,False,v1
122338,question,Is the man in a train car?,-,-,-,-,-
122338,answer,yes,-,-,-,-,-
122338,asp,yes,-,-,-,-,-
122338,asp_question,"scene(0).
select(1, 0, man).
unique(2, 1).
verify_rel(3, 2, train_car, in, object).
end(3).",-,-,-,-,-
122338,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'verify rel', 'dependencies': [0], 'argument': 'train car,in,o (227261)'}]",-,-,-,-,-
122338,gqa,yes,-,-,-,-,-
122338,zephyr7B_raw,"scene(0).
select(1, 0, man).
relate(2, 1, in, train_car).
query(3, 2).
end(3).
",asp_flat,random,1,False,v1
122338,zephyr7B,,asp_flat,random,1,False,v1
122336,question,"What is the man in, a carriage or a train car?",-,-,-,-,-
122336,answer,train car,-,-,-,-,-
122336,asp,train_car,-,-,-,-,-
122336,asp_question,"scene(0).
select(1, 0, man).
relate(2, 1, vehicle, in, object).
unique(3, 2).
choose_attr(4, 3, name, train_car, carriage).
end(4).",-,-,-,-,-
122336,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'vehicle,in,o (227261)'}, {'operation': 'choose name', 'dependencies': [1], 'argument': 'train car|carriage'}]",-,-,-,-,-
122336,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,-,-,-
122336,zephyr7B_raw,"scene(0).
select(1, 0, man).
query(2, 1, in, [carriage, train_car]).
end(2).
",asp_flat,random,1,False,v1
122336,zephyr7B,error,asp_flat,random,1,False,v1
122403,zephyr7B_raw,"scene(0).
select(1, 0, floor).
relate_any(2, 1, made_of, material).
unique(3, 2).
query(4, 3, name).
end(4).
",asp_flat,random,5,False,v1
122403,zephyr7B,,asp_flat,random,5,False,v1
122455,zephyr7B_raw,"scene(0).
select(1, 0, shirt).
unique(2, 1).
query(3, 2, color).
filter(4, 3, white).
end(4).
",asp_flat,random,5,False,v1
122455,zephyr7B,,asp_flat,random,5,False,v1
122483,zephyr7B_raw,"scene(0).
select(1, 0, shirt).
verify_attr(2, 1, sleeves, long).
or(3, 2, negate(relate(4, 1, sleeves, sleeveless, attribute))).
end(3).
",asp_flat,random,5,False,v1
122483,zephyr7B,no,asp_flat,random,5,False,v1
122274,zephyr7B_raw,"scene(0).
relate(1, 0, door).
unique(2, 1).
query(3, 2, open).
negate(4, 3).
unique(5, 4).
query(6, 5, name).
end(6).
",asp_flat,random,5,False,v1
122274,zephyr7B,,asp_flat,random,5,False,v1
122309,zephyr7B_raw,"scene(0).
select(1, 0, man).
relate(2, 1, girl, to_the_right_of, object).
unique(3, 2).
query(4, 3, true).
end(4).
",asp_flat,random,5,False,v1
122309,zephyr7B,,asp_flat,random,5,False,v1
122405,zephyr7B_raw,"scene(0).
select(1, 0, floor).
unique(2, 1).
query(3, 2, material).
all_different(4, 3, type).
relate(5, 0, metal, is, type).
relate(6, 0, wood, is, type).end(5).
",asp_flat,random,5,False,v1
122405,zephyr7B,,asp_flat,random,5,False,v1
122406,zephyr7B_raw,"scene(0).
select(1, 0, floor).
verify_attr(2, 1, color, gray).
end(2).
",asp_flat,random,5,False,v1
122406,zephyr7B,yes,asp_flat,random,5,False,v1
122464,zephyr7B_raw,"scene(0).
select(1, 0, shirt).
unique(2, 1).
choose_attr(3, 2, striped).
choose_attr(4, 2, sleeves).
filter(5, 4, length, short).
and(6, 3, 5).
endend(6).
",asp_flat,random,5,False,v1
122464,zephyr7B,,asp_flat,random,5,False,v1
122338,zephyr7B_raw,"scene(0).
select(1, 0, man).
relate(2, 1, train_car, in, subject).
unique(3, 2).
query(4, 3, name).
end(4).
",asp_flat,random,5,False,v1
122338,zephyr7B,,asp_flat,random,5,False,v1
122336,zephyr7B_raw,"scene(0).
select(1, 0, man).
relate(2, 1, in, subject).
choose_rel(3, 2, carriage, train_car).
query(4, 3, name).
end(4).
",asp_flat,random,5,False,v1
122336,zephyr7B,,asp_flat,random,5,False,v1
122403,zephyr7B_raw,"select(floor, Floor),
relate(floor, made_of, Material),
query(Material).


What is the color of the wall?

select(wall, Wall),
relate(wall, color, Color),
query(Color).


What is the name of the person who lives in the house?

end(1).
",asp_flat,jaccard,1,False,v1
122403,zephyr7B,error,asp_flat,jaccard,1,False,v1
122455,zephyr7B_raw,"query(shirt, color, white).


What is the color of the shirt?

query(shirt, color, Color).


What is the color of the shirt and what is the color of the pants?

query(shirt, color, Color), query(pants, color, Pants).


What is the colorend(2).
",asp_flat,jaccard,1,False,v1
122455,zephyr7B,error,asp_flat,jaccard,1,False,v1
122483,zephyr7B_raw,"query(looks_long_sleeved).
query(looks_sleeveless).

% Answer Set Program

% Define the scene
scene(shirt).

% Define the end
end.

% Define the select operation
select(looks_long_sleeved, looks_sleevelessend(3).
",asp_flat,jaccard,1,False,v1
122483,zephyr7B,error,asp_flat,jaccard,1,False,v1
122274,zephyr7B_raw,"```
:- use_module(library(clpfd)).

% Define the scene
scene :-
    % Define the entities
    door(D),
    % Define the attributes
    open(D, Open),
    % Define the constraints
    all_different(D),
    % Ensure that each door has an openend(0).
",asp_flat,jaccard,1,False,v1
122274,zephyr7B,error,asp_flat,jaccard,1,False,v1
122309,zephyr7B_raw,"relate(man, right_of, girl).


What is the color of the car?


query(car, color).


Who is the tallest person in the room?


select(person, tallest).


Which books are on the shelf?


query(book, on_shelend(2).
",asp_flat,jaccard,1,False,v1
122309,zephyr7B,error,asp_flat,jaccard,1,False,v1
122405,zephyr7B_raw,"select(Floor, Material),
relate(Floor, has_material, Material),
query(Material, is_metal),
query(Material, is_wood),
query(Floor, is_floor),
query(Floor, is_indoor_object),
query(Floor, is_solid_object),
end(-1).
",asp_flat,jaccard,1,False,v1
122405,zephyr7B,error,asp_flat,jaccard,1,False,v1
122406,zephyr7B_raw,"query(floor_color, gray).


What is the color of the floor?

query(floor_color, Color).


What is the color of the floor and is it gray?

query(floor_color, Color),
query(Color, gray).


What is the color of the floor and what is theend(2).
",asp_flat,jaccard,1,False,v1
122406,zephyr7B,error,asp_flat,jaccard,1,False,v1
122464,zephyr7B_raw,"query(shirt, (striped, short_sleeved)).


What is the color of the shirt and what is its size?


query(shirt, (color, color_value), (size, size_value)).


Which shirt is red and has long sleeves?


query(shirt, (color,end(1).
",asp_flat,jaccard,1,False,v1
122464,zephyr7B,error,asp_flat,jaccard,1,False,v1
122338,zephyr7B_raw,"query(man, in, train_car).


What is the color of the woman's dress?


query(color, of, dress, woman).


Which book did the author write?


query(book, wrote, author).


Who is the tallest person in the room?


queryend(2).
",asp_flat,jaccard,1,False,v1
122338,zephyr7B,error,asp_flat,jaccard,1,False,v1
122336,zephyr7B_raw,"% Question: What is the man in, a carriage or a train car?
% Program:
%   scene(man, location).
%   relate(location, carriage).
%   relate(location, train_car).
%   query(man, in, location).


Who is the tallest person in the room?

end(3).
",asp_flat,jaccard,1,False,v1
122336,zephyr7B,error,asp_flat,jaccard,1,False,v1
122403,zephyr7B_raw,"scene(0).
select(1, 0, floor).
unique(2, 1).
query(3, 2, material).
end(3).
",asp_flat,jaccard,5,False,v1
122403,zephyr7B,,asp_flat,jaccard,5,False,v1
122455,zephyr7B_raw,"scene(0).
select(1, 0, shirt).
unique(2, 1).
verify_attr(3, 2, color, white).
end(3).
",asp_flat,jaccard,5,False,v1
122455,zephyr7B,no,asp_flat,jaccard,5,False,v1
122483,zephyr7B_raw,"scene(0).
select(1, 0, shirt).
relate(2, 1, sleeves, of, subject).
unique(3, 2).
choose_rel(4, 3, any, long_sleeved, sleeveless).
end(4).
",asp_flat,jaccard,5,False,v1
122483,zephyr7B,,asp_flat,jaccard,5,False,v1
122274,zephyr7B_raw,"scene(0).
select(1, 0, door).
filter_any(2, 1, open).
negate(3, 2, 1).
exist(4, 3).
end(4).
",asp_flat,jaccard,5,False,v1
122274,zephyr7B,no,asp_flat,jaccard,5,False,v1
122309,zephyr7B_raw,"scene(0).
select(1, 0, man).
unique(2, 1).
choose_rel(3, 2, girl, to_the_right_of, to_the_left_of, subject).
end(3).
",asp_flat,jaccard,5,False,v1
122309,zephyr7B,,asp_flat,jaccard,5,False,v1
122405,zephyr7B_raw,"scene(0).
select(1, 0, floor).
unique(2, 1).
choose_attr(3, 2, material, metal, wood).
end(3).
",asp_flat,jaccard,5,False,v1
122405,zephyr7B,metal,asp_flat,jaccard,5,False,v1
122406,zephyr7B_raw,"scene(0).
select(1, 0, floor).
unique(2, 1).
choose_attr(3, 2, color, gray).
end(3).
",asp_flat,jaccard,5,False,v1
122406,zephyr7B,,asp_flat,jaccard,5,False,v1
122464,zephyr7B_raw,"scene(0).
select(1, 0, shirt).
unique(2, 1).
verify_attr(3, 2, color, striped).
unique(4, 1).
verify_attr(5, 4, sleeve_length, short).
and(6, 3, 5).
end(end(6).
",asp_flat,jaccard,5,False,v1
122464,zephyr7B,error,asp_flat,jaccard,5,False,v1
122338,zephyr7B_raw,"scene(0).
select(1, 0, man).
relate(2, 1, train_car, in, subject).
unique(3, 2).
end(3).
",asp_flat,jaccard,5,False,v1
122338,zephyr7B,,asp_flat,jaccard,5,False,v1
122336,zephyr7B_raw,"scene(0).
select(1, 0, man).
unique(2, 1).
relate(3, 2, carriage, in, object).
relate(4, 2, train_car, in, object).
unique(5, 3).
unique(6, 4).
two_same(end(6).
",asp_flat,jaccard,5,False,v1
122336,zephyr7B,error,asp_flat,jaccard,5,False,v1
122403,zephyr7B_raw,"query(select(scene(), floor), material)",asp_nested,random,1,False,v1
122403,zephyr7B,,asp_nested,random,1,False,v1
122455,zephyr7B_raw,"choose_attr(unique(select(scene(), shirt)), color, white)",asp_nested,random,1,False,v1
122455,zephyr7B,,asp_nested,random,1,False,v1
122483,zephyr7B_raw,"choose_rel(unique(relate(select(scene(), shirt), long_sleeved), sleeveless), subject, looks)",asp_nested,random,1,False,v1
122483,zephyr7B,,asp_nested,random,1,False,v1
122274,zephyr7B_raw,"exist(select(scene(), door), not(relate(select(scene(), door), open)))",asp_nested,random,1,False,v1
122274,zephyr7B,error,asp_nested,random,1,False,v1
122309,zephyr7B_raw,"relate(man, right_of, select(scene(), girl))",asp_nested,random,1,False,v1
122309,zephyr7B,,asp_nested,random,1,False,v1
122405,zephyr7B_raw,"query(unique(relate(select(scene(), floor), material, of, subject),
                  (metal ; wood)))",asp_nested,random,1,False,v1
122405,zephyr7B,error,asp_nested,random,1,False,v1
122406,zephyr7B_raw,"query(verify_rel(scene(), floor, color), gray)",asp_nested,random,1,False,v1
122406,zephyr7B,,asp_nested,random,1,False,v1
122464,zephyr7B_raw,"query(all_different(relate(select(scene(), shirt), color, striped),
                       relate(select(scene(), shirt), sleeve_length, short_sleeved)))",asp_nested,random,1,False,v1
122464,zephyr7B,,asp_nested,random,1,False,v1
122338,zephyr7B_raw,"query(unique(relate_any(select(scene(), train_car), in, select(scene(), man)), name))",asp_nested,random,1,False,v1
122338,zephyr7B,,asp_nested,random,1,False,v1
122336,zephyr7B_raw,"query(select(scene(), man), in, (carriage ; train_car))",asp_nested,random,1,False,v1
122336,zephyr7B,error,asp_nested,random,1,False,v1
122403,zephyr7B_raw,"query(unique(relate(select(scene(), floor), material, is_made_of, object)), name)",asp_nested,random,5,False,v1
122403,zephyr7B,,asp_nested,random,5,False,v1
122455,zephyr7B_raw,"query(unique(filter(select(scene(), shirt), color, white)), true)",asp_nested,random,5,False,v1
122455,zephyr7B,,asp_nested,random,5,False,v1
122483,zephyr7B_raw,"query(unique(relate(select(scene(), shirt), person, wearing, subject)), sleeves, (long, true), (sleeveless, true))",asp_nested,random,5,False,v1
122483,zephyr7B,error,asp_nested,random,5,False,v1
122274,zephyr7B_raw,"exist(relate(select(scene(), door), open, not, value))",asp_nested,random,5,False,v1
122274,zephyr7B,error,asp_nested,random,5,False,v1
122309,zephyr7B_raw,"query(unique(relate(select(scene(), man), girl, to_right_of, object)))",asp_nested,random,5,False,v1
122309,zephyr7B,,asp_nested,random,5,False,v1
122405,zephyr7B_raw,"query(unique(filter(select(scene(), floor), material, (metal; wood))), material)",asp_nested,random,5,False,v1
122405,zephyr7B,error,asp_nested,random,5,False,v1
122406,zephyr7B_raw,"verify_attr(unique(select(scene(), floor)), color, gray)",asp_nested,random,5,False,v1
122406,zephyr7B,yes,asp_nested,random,5,False,v1
122464,zephyr7B_raw,"choose_attr(unique(select(scene(), shirt)), striped, true, false)",asp_nested,random,5,False,v1
122464,zephyr7B,false,asp_nested,random,5,False,v1
122338,zephyr7B_raw,"choose_attr(unique(relate(select(scene(), person), vehicle, in, object)), name, train, _)",asp_nested,random,5,False,v1
122338,zephyr7B,error,asp_nested,random,5,False,v1
122336,zephyr7B_raw,"query(unique(relate(select(scene(), man), in, (filter(select(scene(), carriage), name, _), filter(select(scene(), train_car), name, _))), name)

What is the color of the object that is to the right of the red car?
query(unique(relate(filter(select",asp_nested,random,5,False,v1
122336,zephyr7B,error,asp_nested,random,5,False,v1
122403,zephyr7B_raw,"select(floor, Floor)",asp_nested,jaccard,1,False,v1
122403,zephyr7B,error,asp_nested,jaccard,1,False,v1
122455,zephyr7B_raw,"query(shirt, color, white)",asp_nested,jaccard,1,False,v1
122455,zephyr7B,,asp_nested,jaccard,1,False,v1
122483,zephyr7B_raw,query(looks_long_sleeved),asp_nested,jaccard,1,False,v1
122483,zephyr7B,,asp_nested,jaccard,1,False,v1
122274,zephyr7B_raw,"```
:- use_module(library(clpfd))",asp_nested,jaccard,1,False,v1
122274,zephyr7B,error,asp_nested,jaccard,1,False,v1
122309,zephyr7B_raw,"relate(man, right_of, girl)",asp_nested,jaccard,1,False,v1
122309,zephyr7B,,asp_nested,jaccard,1,False,v1
122405,zephyr7B_raw,"select(Floor, Material)",asp_nested,jaccard,1,False,v1
122405,zephyr7B,error,asp_nested,jaccard,1,False,v1
122406,zephyr7B_raw,"query(floor_color, gray)",asp_nested,jaccard,1,False,v1
122406,zephyr7B,,asp_nested,jaccard,1,False,v1
122464,zephyr7B_raw,"query(shirt, (striped, short_sleeved))",asp_nested,jaccard,1,False,v1
122464,zephyr7B,error,asp_nested,jaccard,1,False,v1
122338,zephyr7B_raw,"query(man, in, train_car)",asp_nested,jaccard,1,False,v1
122338,zephyr7B,,asp_nested,jaccard,1,False,v1
122336,zephyr7B_raw,"% Question: What is the man in, a carriage or a train car?
% Program:
%   scene(man, location)",asp_nested,jaccard,1,False,v1
122336,zephyr7B,error,asp_nested,jaccard,1,False,v1
122403,zephyr7B_raw,"query(unique(select(scene(), floor)), material)",asp_nested,jaccard,5,False,v1
122403,zephyr7B,,asp_nested,jaccard,5,False,v1
122455,zephyr7B_raw,"verify_attr(unique(select(scene(), shirt)), color, white)",asp_nested,jaccard,5,False,v1
122455,zephyr7B,no,asp_nested,jaccard,5,False,v1
122483,zephyr7B_raw,"choose_attr(unique(select(scene(), shirt)), any, long_sleeved, sleeveless)",asp_nested,jaccard,5,False,v1
122483,zephyr7B,long_sleeved,asp_nested,jaccard,5,False,v1
122274,zephyr7B_raw,"exist(negate(filter(select(scene(), door), open), select(scene(), door)))",asp_nested,jaccard,5,False,v1
122274,zephyr7B,yes,asp_nested,jaccard,5,False,v1
122309,zephyr7B_raw,"choose_rel(unique(relate(select(scene(), girl), man, to_the_right_of, subject)), subject)",asp_nested,jaccard,5,False,v1
122309,zephyr7B,,asp_nested,jaccard,5,False,v1
122405,zephyr7B_raw,"choose_attr(unique(relate(select(scene(), floor), material, subject)), material, metal, wood)",asp_nested,jaccard,5,False,v1
122405,zephyr7B,,asp_nested,jaccard,5,False,v1
122406,zephyr7B_raw,"query(unique(select(scene(), floor)), color, gray)",asp_nested,jaccard,5,False,v1
122406,zephyr7B,,asp_nested,jaccard,5,False,v1
122464,zephyr7B_raw,"and(verify_attr(unique(select(scene(), shirt)), pattern, striped), verify_attr(unique(select(scene(), shirt)), sleeve_length, short))",asp_nested,jaccard,5,False,v1
122464,zephyr7B,no,asp_nested,jaccard,5,False,v1
122338,zephyr7B_raw,"verify_rel(unique(relate(select(scene()), train_car), man, in, subject))",asp_nested,jaccard,5,False,v1
122338,zephyr7B,,asp_nested,jaccard,5,False,v1
122336,zephyr7B_raw,"choose_attr(unique(relate(select(scene(), man), carriage_or_train_car, in, object)), name, carriage, train_car)",asp_nested,jaccard,5,False,v1
122336,zephyr7B,,asp_nested,jaccard,5,False,v1
122403,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'floor (604251)'}, {'operation':'relate', 'dependencies': [0], 'argument': 'room,has,s (604242)'}, {'operation': 'query', 'dependencies': [1], 'argument': '",gqa,random,1,False,v1
122403,zephyr7B,,gqa,random,1,False,v1
122455,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shirt (1080314)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'color'}]",gqa,random,1,False,v1
122455,zephyr7B,,gqa,random,1,False,v1
122483,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shirt (3807613)'},
 {'operation': 'query', 'dependencies': [0], 'argument':'sleeves'}]",gqa,random,1,False,v1
122483,zephyr7B,,gqa,random,1,False,v1
122274,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'door (460371)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'not open'}, {'operation': 'query', 'dependencies': [1], 'argument': 'exists'}]",gqa,random,1,False,v1
122274,zephyr7B,,gqa,random,1,False,v1
122309,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'man (174654)'}, {'operation':'select', 'dependencies': [], 'argument': 'girl (174655)'}, {'operation':'relate', 'dependencies': [0, 1], 'argument': 'right'}]",gqa,random,1,False,v1
122309,zephyr7B,,gqa,random,1,False,v1
122405,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'floor (3135456)'}, {'operation': 'choose', 'dependencies': [0], 'argument':'metal|wood'}]",gqa,random,1,False,v1
122405,zephyr7B,,gqa,random,1,False,v1
122406,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'floor (460380)'}, {'operation':'verify', 'dependencies': [0], 'argument': 'gray (460381)'}, {'operation': 'query', 'dependencies': [1], 'argument': ''}]",gqa,random,1,False,v1
122406,zephyr7B,,gqa,random,1,False,v1
122464,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shirt (123456)'},
 {'operation': 'filter', 'dependencies': [0], 'argument':'striped'},
 {'operation': 'filter', 'dependencies': [0], 'argument':'short sleeved'}]",gqa,random,1,False,v1
122464,zephyr7B,,gqa,random,1,False,v1
122338,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'man (1234567)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'in', 'query': 'train car (890123)'} ]",gqa,random,1,False,v1
122338,zephyr7B,,gqa,random,1,False,v1
122336,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'man (123456)'}, {'operation':'relate', 'dependencies': [0], 'argument': 'in,a carriage or a train car,s (-)'}, {'operation': 'choose', 'dependencies': [1], 'argument': '",gqa,random,1,False,v1
122336,zephyr7B,,gqa,random,1,False,v1
122403,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'floor (227259)'}, {'operation': 'query', 'dependencies': [0], 'argument':'material'}]",gqa,random,5,False,v1
122403,zephyr7B,,gqa,random,5,False,v1
122455,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shirt (1080315)'}, {'operation':'verify color', 'dependencies': [0], 'argument': 'white'}]",gqa,random,5,False,v1
122455,zephyr7B,,gqa,random,5,False,v1
122483,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shirt (1234567)'}, {'operation': 'query', 'dependencies': [0], 'argument':'sleeve length'}, {'operation': 'choose', 'dependencies': [1], 'argument': 'long sleeved|sleevel",gqa,random,5,False,v1
122483,zephyr7B,,gqa,random,5,False,v1
122274,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'door (227262)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'not open'}, {'operation': 'exist', 'dependencies': [1], 'argument': ''}]",gqa,random,5,False,v1
122274,zephyr7B,,gqa,random,5,False,v1
122309,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'man (1080315)'}, {'operation':'relate', 'dependencies': [0], 'argument': 'girl,to the right of,s (1080314)'}, {'operation':'verify', 'dependencies': [1",gqa,random,5,False,v1
122309,zephyr7B,,gqa,random,5,False,v1
122405,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'floor (123456)'}, {'operation': 'choose material', 'dependencies': [0], 'argument':'metal|wood'}]",gqa,random,5,False,v1
122405,zephyr7B,,gqa,random,5,False,v1
122406,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'floor (123456)'}, {'operation': 'choose color', 'dependencies': [0], 'argument': 'gray'}]",gqa,random,5,False,v1
122406,zephyr7B,,gqa,random,5,False,v1
122464,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shirt (123456)'}, {'operation': 'filter', 'dependencies': [0], 'argument':'striped and short sleeved'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",gqa,random,5,False,v1
122464,zephyr7B,,gqa,random,5,False,v1
122338,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'man (3748560)'}, {'operation':'relate', 'dependencies': [0], 'argument': 'train car,in,s (3748561)'}, {'operation':'verify vposition', 'dependencies': [1",gqa,random,5,False,v1
122338,zephyr7B,,gqa,random,5,False,v1
122336,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'man (2001159)'}, {'operation':'relate', 'dependencies': [0], 'argument': '_,in,s (460348)'}, {'operation': 'choose rel', 'dependencies': [1], 'argument",gqa,random,5,False,v1
122336,zephyr7B,,gqa,random,5,False,v1
122403,zephyr7B_raw,,gqa,jaccard,1,False,v1
122403,zephyr7B,,gqa,jaccard,1,False,v1
122455,zephyr7B_raw,,gqa,jaccard,1,False,v1
122455,zephyr7B,,gqa,jaccard,1,False,v1
122483,zephyr7B_raw,,gqa,jaccard,1,False,v1
122483,zephyr7B,,gqa,jaccard,1,False,v1
122274,zephyr7B_raw,,gqa,jaccard,1,False,v1
122274,zephyr7B,,gqa,jaccard,1,False,v1
122309,zephyr7B_raw,,gqa,jaccard,1,False,v1
122309,zephyr7B,,gqa,jaccard,1,False,v1
122405,zephyr7B_raw,,gqa,jaccard,1,False,v1
122405,zephyr7B,,gqa,jaccard,1,False,v1
122406,zephyr7B_raw,,gqa,jaccard,1,False,v1
122406,zephyr7B,,gqa,jaccard,1,False,v1
122464,zephyr7B_raw,,gqa,jaccard,1,False,v1
122464,zephyr7B,,gqa,jaccard,1,False,v1
122338,zephyr7B_raw,,gqa,jaccard,1,False,v1
122338,zephyr7B,,gqa,jaccard,1,False,v1
122336,zephyr7B_raw,,gqa,jaccard,1,False,v1
122336,zephyr7B,,gqa,jaccard,1,False,v1
122403,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'floor (123456)'}, {'operation': 'query', 'dependencies': [0], 'argument':'material'}]",gqa,jaccard,5,False,v1
122403,zephyr7B,,gqa,jaccard,5,False,v1
122455,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shirt (227262)'}, {'operation':'verify color', 'dependencies': [0], 'argument': 'white'}]",gqa,jaccard,5,False,v1
122455,zephyr7B,,gqa,jaccard,5,False,v1
122483,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shirt (123456)'}, {'operation':'verify length', 'dependencies': [0], 'argument': 'long'}, {'operation': 'choose', 'dependencies': [1], 'argument':'sleeved|sleeveless'}]",gqa,jaccard,5,False,v1
122483,zephyr7B,,gqa,jaccard,5,False,v1
122274,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'door (123456)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'not(open)'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}]",gqa,jaccard,5,False,v1
122274,zephyr7B,,gqa,jaccard,5,False,v1
122309,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'man (123456)'}, {'operation':'verify rel', 'dependencies': [0], 'argument': 'girl,to the right of,o (-)'}]",gqa,jaccard,5,False,v1
122309,zephyr7B,,gqa,jaccard,5,False,v1
122405,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'floor (901234)'}, {'operation': 'choose material', 'dependencies': [0], 'argument':'metal|wood'}]",gqa,jaccard,5,False,v1
122405,zephyr7B,,gqa,jaccard,5,False,v1
122406,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'floor (227431)'}, {'operation': 'choose color', 'dependencies': [0], 'argument': 'gray'}]",gqa,jaccard,5,False,v1
122406,zephyr7B,,gqa,jaccard,5,False,v1
122464,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shirt (4629652)'}, {'operation':'verify pattern', 'dependencies': [0], 'argument':'striped'}, {'operation':'verify sleeve length', 'dependencies': [0], 'argument':'short sleeved'}]",gqa,jaccard,5,False,v1
122464,zephyr7B,,gqa,jaccard,5,False,v1
122338,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'train car (227261)'}, {'operation':'relate', 'dependencies': [0], 'argument':'man,in,s (227256)'}, {'operation':'verify rel', 'dependencies': [1], 'argument",gqa,jaccard,5,False,v1
122338,zephyr7B,,gqa,jaccard,5,False,v1
122336,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'man (227256)'}, {'operation':'relate', 'dependencies': [0], 'argument': '_,in,o (227257)'}, {'operation': 'choose name', 'dependencies': [1], 'argument':",gqa,jaccard,5,False,v1
122336,zephyr7B,,gqa,jaccard,5,False,v1
041477,gpt35_raw,"query(0, X, wears(X, shorts)).
```end(0).
",asp_flat,random,1,False,v1
041477,gpt35,error,asp_flat,random,1,False,v1
041438,gpt35_raw,"unique(0, logo, color, C1).
unique(1, roof, color, C2).
two_same(2, C1, C2).
negate(3, 2).
end(3).
",asp_flat,random,1,False,v1
041438,gpt35,error,asp_flat,random,1,False,v1
041529,gpt35_raw,"exist(0, 0, fence).
exist(0, 1, frisbee).end(0).
",asp_flat,random,1,False,v1
041529,gpt35,,asp_flat,random,1,False,v1
041480,gpt35_raw,"query(0).
scene(1).
select(2, 1, man).
select(3, 1, frisbee).
relate(4, 2, right_of, 3).
select(5, 4, glasses).
relate(6, 2, wear, 5).
exist(7, 6).
end(7).
",asp_flat,random,1,False,v1
041480,gpt35,no,asp_flat,random,1,False,v1
041544,gpt35_raw,"choose_attr(0, frisbee, color).
query(0).
end(1).
",asp_flat,random,1,False,v1
041544,gpt35,,asp_flat,random,1,False,v1
041499,gpt35_raw,"scene(0).
select(1, 0, shorts).
query(2, 1, color).
end(2).
",asp_flat,random,1,False,v1
041499,gpt35,,asp_flat,random,1,False,v1
142457,gpt35_raw,"choose_attr(0, shelf, side).
choose_rel(1, 0, right).
choose_rel(1, 0, left).
end(2).
",asp_flat,random,1,False,v1
142457,gpt35,,asp_flat,random,1,False,v1
142471,gpt35_raw,"scene(0).
select(1, 0, girl).
choose_attr(2, 1, hair_color, [brown, blond]).
end(2).
",asp_flat,random,1,False,v1
142471,gpt35,error,asp_flat,random,1,False,v1
